Mod:Item:MetaData, Localized Name
minecraft:golden_axe, Hache en or
minecraft:string, Ficelle
minecraft:feather, Plume
minecraft:gunpowder, Poudre à canon
minecraft:wooden_hoe, Houe en bois
minecraft:stone_hoe, Houe en pierre
minecraft:iron_hoe, Houe en fer
minecraft:diamond_hoe, Houe en diamant
minecraft:golden_hoe, Houe en or
minecraft:wheat_seeds, Graines de blé
minecraft:wheat, Blé
minecraft:bread, Pain
minecraft:leather_helmet, Chapeau en cuir
minecraft:leather_chestplate, Tunique en cuir
minecraft:leather_leggings, Pantalon en cuir
minecraft:leather_boots, Bottes en cuir
minecraft:chainmail_helmet, Casque de mailles
minecraft:chainmail_chestplate, Cotte de mailles
minecraft:chainmail_leggings, Jambières de mailles
minecraft:chainmail_boots, Bottes de mailles
minecraft:iron_helmet, Casque en fer
minecraft:iron_chestplate, Plastron en fer
minecraft:iron_leggings, Jambières en fer
minecraft:iron_boots, Bottes en fer
minecraft:diamond_helmet, Casque en diamant
minecraft:diamond_chestplate, Plastron en diamant
minecraft:diamond_leggings, Jambières en diamant
minecraft:diamond_boots, Bottes en diamant
minecraft:golden_helmet, Casque en or
minecraft:golden_chestplate, Plastron en or
minecraft:golden_leggings, Jambières en or
minecraft:golden_boots, Bottes en or
minecraft:flint, Silex
minecraft:porkchop, Côtelette de porc crue
minecraft:cooked_porkchop, Côtelette de porc cuite
minecraft:painting, Tableau
minecraft:golden_apple:0, Pomme dorée
minecraft:golden_apple:1, Pomme dorée
minecraft:sign, Pancarte
minecraft:wooden_door, Porte en bois
minecraft:bucket, Seau
minecraft:water_bucket, Seau d'eau
minecraft:lava_bucket, Seau de lave
minecraft:minecart, Wagonnet
minecraft:saddle, Selle
minecraft:iron_door, Porte en fer
minecraft:redstone, Redstone
minecraft:snowball, Boule de neige
minecraft:boat, Bateau
minecraft:leather, Cuir
minecraft:milk_bucket, Seau de lait
minecraft:brick, Brique
minecraft:clay_ball, Argile
minecraft:reeds, Canne à sucre
minecraft:paper, Papier
minecraft:book, Livre
minecraft:slime_ball, Boule de Slime
minecraft:chest_minecart, Wagonnet de stockage
minecraft:furnace_minecart, Wagonnet motorisé
minecraft:egg, Oeuf
minecraft:compass, Boussole
minecraft:fishing_rod, Canne à pêche
minecraft:clock, Montre
minecraft:glowstone_dust, Poudre de pierre luisante
minecraft:fish:0, Poisson cru
minecraft:fish:1, Saumon cru
minecraft:fish:2, Poisson-clown
minecraft:fish:3, Poisson-globe
minecraft:cooked_fished:0, Poisson cuit
minecraft:cooked_fished:1, Saumon cuit
minecraft:dye:0, Poche d'encre
minecraft:dye:1, Rouge de rose
minecraft:dye:2, Vert de cactus
minecraft:dye:3, Fèves de cacao
minecraft:dye:4, Lapis-lazuli
minecraft:dye:5, Teinture violette
minecraft:dye:6, Teinture cyan
minecraft:dye:7, Teinture gris clair
minecraft:dye:8, Teinture grise
minecraft:dye:9, Teinture rose
minecraft:dye:10, Teinture vert clair
minecraft:dye:11, Jaune pissenlit
minecraft:dye:12, Teinture bleu clair
minecraft:dye:13, Teinture magenta
minecraft:dye:14, Teinture orange
minecraft:dye:15, Poudre d'os
minecraft:bone, Os
minecraft:sugar, Sucre
minecraft:cake, Gâteau
minecraft:bed, Lit
minecraft:repeater, Répéteur
minecraft:cookie, Cookie
minecraft:filled_map:0, Carte
minecraft:shears, Cisailles
minecraft:melon, Pastèque
minecraft:pumpkin_seeds, Graines de citrouille
minecraft:melon_seeds, Graines de pastèque
minecraft:beef, Boeuf cru
minecraft:cooked_beef, Steak
minecraft:chicken, Poulet cru
minecraft:cooked_chicken, Poulet rôti
minecraft:rotten_flesh, Chair putréfiée
minecraft:ender_pearl, Perle du Néant
minecraft:blaze_rod, Bâton de Blaze
minecraft:ghast_tear, Larme de Ghast
minecraft:gold_nugget, Pépite d'or
minecraft:nether_wart, Verrue du Nether
minecraft:potion:0, Fiole d'eau
minecraft:potion:8193, Potion de régénération
minecraft:potion:8225, Potion de régénération
minecraft:potion:8257, Potion de régénération
minecraft:potion:16385, (Jetable) Potion de régénération
minecraft:potion:16417, (Jetable) Potion de régénération
minecraft:potion:16449, (Jetable) Potion de régénération
minecraft:potion:8194, Potion de rapidité
minecraft:potion:8226, Potion de rapidité
minecraft:potion:8258, Potion de rapidité
minecraft:potion:16386, (Jetable) Potion de rapidité
minecraft:potion:16418, (Jetable) Potion de rapidité
minecraft:potion:16450, (Jetable) Potion de rapidité
minecraft:potion:8227, Potion de résistance au feu
minecraft:potion:8259, Potion de résistance au feu
minecraft:potion:16419, (Jetable) Potion de résistance au feu
minecraft:potion:16451, (Jetable) Potion de résistance au feu
minecraft:potion:8196, Potion de poison
minecraft:potion:8228, Potion de poison
minecraft:potion:8260, Potion de poison
minecraft:potion:16388, (Jetable) Potion de poison
minecraft:potion:16420, (Jetable) Potion de poison
minecraft:potion:16452, (Jetable) Potion de poison
minecraft:potion:8261, Potion de soin
minecraft:potion:8229, Potion de soin
minecraft:potion:16453, (Jetable) Potion de soin
minecraft:potion:16421, (Jetable) Potion de soin
minecraft:potion:8230, Potion de vision nocturne
minecraft:potion:8262, Potion de vision nocturne
minecraft:potion:16422, (Jetable) Potion de vision nocturne
minecraft:potion:16454, (Jetable) Potion de vision nocturne
minecraft:potion:8231, Potion de nausée
minecraft:potion:8263, Potion de nausée
minecraft:potion:16423, (Jetable) Potion de nausée
minecraft:potion:16455, (Jetable) Potion de nausée
minecraft:potion:8232, Potion de faiblesse
minecraft:potion:8264, Potion de faiblesse
minecraft:potion:16424, (Jetable) Potion de faiblesse
minecraft:potion:16456, (Jetable) Potion de faiblesse
minecraft:potion:8201, Potion de force
minecraft:potion:8233, Potion de force
minecraft:potion:8265, Potion de force
minecraft:potion:16393, (Jetable) Potion de force
minecraft:potion:16425, (Jetable) Potion de force
minecraft:potion:16457, (Jetable) Potion de force
minecraft:potion:8234, Potion de lenteur
minecraft:potion:8266, Potion de lenteur
minecraft:potion:16426, (Jetable) Potion de lenteur
minecraft:potion:16458, (Jetable) Potion de lenteur
minecraft:potion:8235, Potion de décomposition
minecraft:potion:8267, Potion de décomposition
minecraft:potion:16427, (Jetable) Potion de décomposition
minecraft:potion:16459, (Jetable) Potion de décomposition
minecraft:potion:8268, Potion de dégâts
minecraft:potion:8236, Potion de dégâts
minecraft:potion:16460, (Jetable) Potion de dégâts
minecraft:potion:16428, (Jetable) Potion de dégâts
minecraft:potion:8237, Potion de respiration aquatique
minecraft:potion:8269, Potion de respiration aquatique
minecraft:potion:16429, (Jetable) Potion de respiration aquatique
minecraft:potion:16461, (Jetable) Potion de respiration aquatique
minecraft:potion:8238, Potion d'invisibilité
minecraft:potion:8270, Potion d'invisibilité
minecraft:potion:16430, (Jetable) Potion d'invisibilité
minecraft:potion:16462, (Jetable) Potion d'invisibilité
minecraft:glass_bottle, Fiole
minecraft:spider_eye, Oeil d'araignée
minecraft:fermented_spider_eye, Oeil d'araignée fermenté
minecraft:blaze_powder, Poudre de Blaze
minecraft:magma_cream, Crème de magma
minecraft:brewing_stand, Alambic
minecraft:cauldron, Chaudron
minecraft:ender_eye, Oeil du Néant
minecraft:speckled_melon, Pastèque scintillante
minecraft:spawn_egg:50, Oeuf de Creeper
minecraft:spawn_egg:51, Oeuf de Squelette
minecraft:spawn_egg:52, Oeuf de Araignée
minecraft:spawn_egg:54, Oeuf de Zombie
minecraft:spawn_egg:55, Oeuf de Slime
minecraft:spawn_egg:56, Oeuf de Ghast
minecraft:spawn_egg:57, Oeuf de Cochon-zombie
minecraft:spawn_egg:58, Oeuf de Enderman
minecraft:spawn_egg:59, Oeuf de Araignée venimeuse
minecraft:spawn_egg:60, Oeuf de Poisson d'argent
minecraft:spawn_egg:61, Oeuf de Blaze
minecraft:spawn_egg:62, Oeuf de Cube de magma
minecraft:spawn_egg:65, Oeuf de Chauve-souris
minecraft:spawn_egg:66, Oeuf de Sorcière
minecraft:spawn_egg:90, Oeuf de Cochon
minecraft:spawn_egg:91, Oeuf de Mouton
minecraft:spawn_egg:92, Oeuf de Vache
minecraft:spawn_egg:93, Oeuf de Poule
minecraft:spawn_egg:94, Oeuf de Poulpe
minecraft:spawn_egg:95, Oeuf de Loup
minecraft:spawn_egg:96, Oeuf de Champimeuh
minecraft:spawn_egg:98, Oeuf de Ocelot
minecraft:spawn_egg:100, Oeuf de Cheval
minecraft:spawn_egg:120, Oeuf de Villageois
minecraft:spawn_egg:53, Oeuf de Géant
minecraft:spawn_egg:63, Oeuf de Ender Dragon
minecraft:spawn_egg:64, Oeuf de Wither
minecraft:spawn_egg:97, Oeuf de Golem de neige
minecraft:spawn_egg:99, Oeuf de Golem de fer
minecraft:spawn_egg:3, Oeuf de Enderminus
minecraft:spawn_egg:4, Oeuf de Chevalier Déchu
minecraft:spawn_egg:5, Oeuf de Étalon Déchu
minecraft:spawn_egg:6, Oeuf de Sorcière du Wither
minecraft:spawn_egg:7, Oeuf de Chat du Wither
minecraft:spawn_egg:23, Oeuf de Loup Désespéré
minecraft:spawn_egg:24, Oeuf de Khndrel Keght
minecraft:spawn_egg:301, Oeuf de Chicken Minion
minecraft:spawn_egg:6396, Oeuf de Demon
minecraft:spawn_egg:6397, Oeuf de Mandrake
minecraft:spawn_egg:6398, Oeuf de Treefyd
minecraft:spawn_egg:6399, Oeuf de Horned Huntsman
minecraft:spawn_egg:6400, Oeuf de Ent
minecraft:spawn_egg:6401, Oeuf de Owl
minecraft:spawn_egg:6402, Oeuf de Toad
minecraft:spawn_egg:6403, Oeuf de Baba Yaga
minecraft:spawn_egg:6404, Oeuf de Coven Witch
minecraft:spawn_egg:6405, Oeuf de Nightmare
minecraft:spawn_egg:6406, Oeuf de Spectre
minecraft:spawn_egg:6407, Oeuf de Poltergeist
minecraft:spawn_egg:6408, Oeuf de Banshee
minecraft:spawn_egg:6409, Oeuf de Spirit
minecraft:spawn_egg:6410, Oeuf de Death
minecraft:spawn_egg:6411, Oeuf de Witch Hunter
minecraft:spawn_egg:6412, Oeuf de Lord of Torment
minecraft:spawn_egg:6413, Oeuf de Flame Imp
minecraft:spawn_egg:6414, Oeuf de Minedrake
minecraft:spawn_egg:6415, Oeuf de Hobgoblin
minecraft:spawn_egg:6416, Oeuf de Mog
minecraft:spawn_egg:6417, Oeuf de Gulg
minecraft:spawn_egg:6418, Oeuf de Shade of Leonard
minecraft:spawn_egg:6419, Oeuf de Lost Soul
minecraft:spawn_egg:6420, Oeuf de Werewolf
minecraft:spawn_egg:6421, Oeuf de Hellhound
minecraft:spawn_egg:6422, Oeuf de Villager
minecraft:spawn_egg:6423, Oeuf de Guard
minecraft:spawn_egg:6424, Oeuf de Vampire
minecraft:spawn_egg:6425, Oeuf de Lilith
minecraft:spawn_egg:6426, Oeuf de Winged Monkey
minecraft:spawn_egg:6427, Oeuf de Reflection
minecraft:experience_bottle, Fiole d'expérience
minecraft:fire_charge, Boule de feu
minecraft:writable_book, Livre et plume
minecraft:written_book, Livre écrit
minecraft:emerald, Émeraude
minecraft:item_frame, Cadre
minecraft:flower_pot, Pot de fleurs
minecraft:carrot, Carotte
minecraft:potato, Pomme de terre
minecraft:baked_potato, Pomme de terre cuite
minecraft:poisonous_potato, Pomme de terre empoisonnée
minecraft:map, Carte vierge
minecraft:golden_carrot, Carotte dorée
minecraft:skull:0, Crâne de squelette
minecraft:skull:1, Crâne de Wither squelette
minecraft:skull:2, Tête de zombie
minecraft:skull:3, Tête
minecraft:skull:4, Tête de Creeper
minecraft:carrot_on_a_stick, Carotte sur un bâton
minecraft:nether_star, Étoile du Nether
minecraft:pumpkin_pie, Tarte à la citrouille
minecraft:fireworks, Fusée de feu d'artifice
minecraft:firework_charge, Étoile de feu d'artifice
minecraft:enchanted_book, Livre enchanté
minecraft:comparator, Comparateur
minecraft:netherbrick, Brique du Nether
minecraft:quartz, Quartz du Nether
minecraft:tnt_minecart, Wagonnet à TNT
minecraft:hopper_minecart, Wagonnet à entonnoir
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
minecraft:iron_horse_armor, Armure pour cheval en fer
minecraft:golden_horse_armor, Armure pour cheval en or
minecraft:diamond_horse_armor, Armure pour cheval en diamant
minecraft:lead, Laisse
minecraft:name_tag, Étiquette
minecraft:command_block_minecart, Wagonnet avec bloc de commande
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
aether:aetherPortal, Portail de l'Aether
aether:holystone:1, Holystone
aether:holystone:3, Holystone moussue
aether:aetherDirt, Terre Aether
aether:aetherGrass, Herbe Aether
aether:enchantedGrass, Herbe enchantée
aether:enchantedAetherGrass, Herbe Aether enchantée
aether:quicksoil, Quicksoil
aether:icestone, Icestone
aether:aercloud:0, Aernuage froid
aether:aercloud:1, Aernuage bleu
aether:aercloud:2, Aernuage en or
aether:aercloud:3, Aernuage vert
aether:aercloud:4, Aernuage tempête
aether:purpleAercloud:0, Aernuage violet
aether:aerogel, Aeromousse
aether:altar, Autel
aether:incubator, Couveuse
aether:aetherLog:0, Bois de skyroot
aether:aetherLog:2, Bois de chêne en or
aether:skyrootPlank, Planche skyroot
aether:greenSkyrootLeaves, Feuillage de skyroot vert
aether:goldenOakLeaves, Feuillage de chêne en or
aether:greenSkyrootSapling, Pousse d'arbre de skyroot verte
aether:goldenOakSapling, Pousse d'arbre de chêne en or
aether:ambrosiumOre, Minerai d'Ambrosium
aether:ambrosiumTorch, Torche d'Ambrosium
aether:zaniteOre, Minerai de zanite
aether:gravititeOre, Minerai de gravititation
aether:enchantedGravitite, Gravititation enchanté
aether:trap:0, tile.trap0.name
aether:skyrootChestMimic, Mimique de coffre en skyroot
aether:carvedStone:0, Pierre sculptée
aether:sentryStone:0, Pierre du gardien
aether:divineCarvedStone, Pierre sculptée divine
aether:divineSentryStone, Pierre du gardien divine
aether:whiteGoldPillar:0, Pilier blanche en or
aether:whiteGoldPillar:2, Pilier blanche en or sculpté
aether:labyrinthPillar:0, Pilier du labyrinthe
aether:labyrinthPillar:2, Pilier du labyrinthe sculpté
aether:zaniteBlock, Bloc de zanite
aether:quicksoilGlass, Verre de Quicksoil
aether:whiteRose, Rose blanche
aether:purpleFlower, Fleur violette
aether:present, Cadeau
aether:berryBush, Buisson de baies
aether:berryBushStem, Tige de buisson de baies
aether:holystoneStairs, Escaliers de Holystone
aether:mossyHolystoneStairs, Escaliers de Holystone moussue
aether:icestoneStairs, Escaliers d'Icestone
aether:skyrootStairs, Escaliers de skyroot
aether:carvedStoneStairs, Escaliers de pierre sculptée
aether:holystoneWall, Mur de Holystone
aether:mossyHolystoneWall, Mur Holystone moussue
aether:icestoneWall, Mur d'Icestone
aether:skyrootFence, Barrière de skyroot
aether:carvedStoneWall, Mur de pierre sculptée
aether:holystoneBrick, Brique de Holystone
aether:skyrootLogWall, Mur de bois de skyroot
aether:tallAetherGrass, Longue herbe d'Aether
aether:darkBlueSkyrootLeaves, Feuillage de skyroot bleu foncé
aether:blueSkyrootLeaves, Feuillage de skyroot bleu
aether:blueSkyrootSapling, Pousse d'arbre de skyroot bleue
aether:skyrootChest, Coffre skyroot
aether:sliderLabyrinthDoor, Porte du labyrinthe du Glisseur
aether:purpleCrystalLeaves, Feuillage de cristal violet
aether:purpleFruitLeaves, Feuillage de fruits violets
aether:purpleCrystalSapling, Pousse d'arbre de cristal violet
aether:orangeTree, Oranger
aether:continuumOre, Minerai de Continuum
aether:darkBlueSkyrootSapling, Pousse d'arbre de skyroot bleu foncée
aether:skyrootCraftingTable, Établi de skyroot
aether:bloodMossHolystone, Holystone de Sang moussu
aether:divineCarvedStoneWall, Mur de pierre sculptée divine
aether:divineCarvedStoneStairs, Escaliers de pierre sculptée divine
aether:coldFire, tile.coldFire.name
aether:sliderLabyrinthTotem, Totem du labyrinthe du glisseur
aether:skyrootDoor, tile.skyrootDoor.name
aether:skyrootFenceGate, Portillon de skyroot
aether:aerogelStairs, Escaliers d'Aeromousse
aether:sentryStoneStairs, Escaliers de pierre du Gardien
aether:holystoneBrickStairs, Escaliers de brique de Holystone
aether:divineSentryStoneStairs, Escaliers de pierre du Gardien divine
aether:aerogelWall, Mur Aeromousse
aether:sentryStoneWall, Mur de pierre du Gardien
aether:holystoneBrickWall, Mur de brique de Holystone
aether:divineSentryStoneWall, Mur de pierre du Gardien divin
aether:skyrootLadder, Échelle de skyroot
aether:skyrootSign, tile.skyrootSign.name
aether:skyrootSignWall, tile.skyrootSignWall.name
aether:skyrootBed, tile.skyrootBed.name
aether:protectorBlock, Protection Stone
aether:skyrootTrapDoor, Trappe de skyroot
aether:skyrootBookshelf, Bibliothèque de skyroot
aether:quicksoilGlassPane, Vitre de Quicksoil
aether:holystoneFurnace, Fourneau de Holystone
aether:holystoneFurnaceBurning, tile.holystoneFurnaceBurning.name
aether:mobSpawner, Générateur de monstres
aether:presentNew, Cadeau
aether:holystoneHeadstone, Holystone Headstone
aether:holystoneKeystone, Holystone Keystone
aether:holystoneHighlight, Holystone Highlight
aether:tile.skyrootSingleSlab:0, Dalle de skyroot
aether:tile.skyrootDoubleSlab:0, Dalle de skyroot
aether:tile.holystoneSingleSlab:0, Dalle de Holystone
aether:tile.holystoneDoubleSlab:0, Dalle de Holystone
aether:tile.mossyHolystoneSingleSlab:0, Dalle de Holystone moussue
aether:tile.mossyHolystoneDoubleSlab:0, Dalle de Holystone moussue
aether:tile.icestoneSingleSlab:0, Dalle d'Icestone
aether:tile.icestoneDoubleSlab:0, Dalle d'Icestone
aether:tile.holystoneBrickSingleSlab:0, Dalle de brique de Holystone
aether:tile.holystoneBrickDoubleSlab:0, Dalle de brique de Holystone
aether:tile.carvedStoneSingleSlab:0, Dalle de pierre sculptée
aether:tile.carvedStoneDoubleSlab:0, Dalle de pierre sculptée
aether:tile.sentryStoneSingleSlab:0, Dalle de pierre du Gardien
aether:tile.sentryStoneDoubleSlab:0, Dalle de pierre du Gardien
aether:tile.divineCarvedStoneSingleSlab:0, Dalle de pierre sculptée divine
aether:tile.divineCarvedStoneDoubleSlab:0, Dalle de pierre sculptée divine
aether:tile.divineSentryStoneSingleSlab:0, Dalle de pierre du Gardien divine
aether:tile.divineSentryStoneDoubleSlab:0, Dalle de pierre du Gardien divine
aether:tile.aerogelSingleSlab:0, Dalle d'Aeromousse
aether:tile.aerogelDoubleSlab:0, Dalle d'Aeromousse
Botania:flower:0, Fleur mystique blanche
Botania:flower:1, Fleur mystique orange
Botania:flower:2, Fleur mystique magenta
Botania:flower:3, Fleur mystique bleue claire
Botania:flower:4, Fleur mystique jaune
Botania:flower:5, Fleur mystique citron
Botania:flower:6, Fleur mystique rose
Botania:flower:7, Fleur mystique grise
Botania:flower:8, Fleur mystique grise claire
Botania:flower:9, Fleur mystique cyan
Botania:flower:10, Fleur mystique violette
Botania:flower:11, Fleur mystique bleue
Botania:flower:12, Fleur mystique marron
Botania:flower:13, Fleur mystique verte
Botania:flower:14, Fleur mystique rouge
Botania:flower:15, Fleur mystique noire
Botania:altar:0, Apothicaire de pétale
Botania:altar:1, Apothicaire de pétale des forêts
Botania:altar:2, Apothicaire de pétale des plaines
Botania:altar:3, Apothicaire de pétale des montagnes
Botania:altar:4, Apothicaire de pétale des fonges
Botania:altar:5, Apothicaire de pétale des marais
Botania:altar:6, Apothicaire de pétale des déserts
Botania:altar:7, Apothicaire de pétale des taigas
Botania:altar:8, Apothicaire de pétale des messas
Botania:altar:9, Living Petal Apothecary
Botania:livingrock:0, Viveroche
Botania:livingrock:1, Brique de viveroche
Botania:livingrock:2, Brique de viveroche moussue
Botania:livingrock:3, Brique de viveroche craquelée
